Index,Magnitude
636,49.3757
637,24.3266
638,35.4902
639,41.5602
640,47.7446
641,29.1873
642,17.6591
643,11.6222
644,14.8288
645,7.09194
646,21.9603
647,24.2035
648,14.3779
649,5.80493
650,14.0489
651,14.5118
652,8.08343
653,12.8369
654,15.3961
655,19.2681
656,17.0933
657,14.9234
658,26.8933
659,11.1086
660,24.4342
661,11.4261
662,12.0762
663,11.0013
664,3.22811
665,7.71723
666,12.4838
667,74.424
668,17.5512
669,11.6454
670,24.6274
671,11.4175
672,29.1904
673,13.9514
674,15.0173
675,42.0561
676,20.3217
677,16.8235
678,25.7981
679,34.6269
680,20.3793
681,24.0356
682,23.2052
683,13.7048
684,28.0111
685,21.3956
686,14.7707
687,16.6516
688,11.4787
689,42.8053
690,26.477
691,12.0937
692,8.36844
693,23.8704
694,40.5646
695,4.26524
696,7.12329
697,12.0588
698,48.0969
699,42.5238
700,44.9391
701,10.9303
702,28.1027
703,10.3411
704,44.1788
705,39.0774
706,32.5243
707,22.1073
708,25.0593
709,4.20406
710,14.6797
711,19.0046
712,18.8236
713,17.1613
714,25.495
715,18.8597
716,15.3592
717,16.8292
718,36.3222
719,42.4966
720,3.24195
721,12.6906
722,44.699
723,34.1625
724,24.799
725,29.8485
726,29.4764
727,15.5104
728,27.5875
729,19.0336
730,13.9761
731,30.5253
732,21.5929
733,133.72
734,19.7203
735,39.007
736,22.5552
737,36.9288
738,29.3173
739,8.3285
740,50.2972
741,20.1324
742,28.0374
743,23.2744
744,26.151
745,28.2433
746,24.2543
747,39.0546
748,7.05011
749,11.4095
750,14.8033
751,22.9807
752,36.943
753,15.6498
754,10.8677
755,27.4813
756,21.5099
757,65.258
758,30.0963
759,61.089
760,60.5849
761,22.8351
762,29.3875
763,51.5204
764,24.5218
765,33.2168
766,11.4098
767,42.538
768,75.4986
769,52.8239
770,38.3805
771,26.0588
772,45.716
773,12.6682
774,31.5124
775,34.9283
776,35.856
777,22.0815
778,41.6415
779,23.7495
780,151.254
781,40.9394
782,28.2878
783,29.9825
784,49.0867
785,39.3231
786,18.0394
787,28.1981
788,25.0006
789,17.8652
790,35.8095
791,14.3551
792,46.3474
793,44.9079
794,30.1207
795,36.5828
796,42.3161
797,127.872
798,37.9812
799,19.5839
800,47.8672
801,73.9463
802,64.6806
803,81.7398
804,19.3405
805,46.7216
806,16.2791
807,75.6345
808,39.1119
809,50.7887
810,48.6306
811,39.1177
812,37.6271
813,39.9941
814,42.5327
815,45.1411
816,108.627
817,39.3575
818,28.0571
819,15.4039
820,36.6012
821,53.0471
822,40.0793
823,35.578
824,9.30878
825,42.1033
826,29.6308
827,44.5722
828,50.763
829,51.8188
830,30.4414
831,86.5482
832,47.7831
833,56.9555
834,37.3613
835,68.8813
836,47.8959
837,65.7043
838,47.3552
839,83.2822
840,42.6357
841,50.9329
842,50.1791
843,69.7415
844,65.9608
845,71.993
846,58.3618
847,148.89
848,85.3439
849,42.1028
850,74.722
851,65.4162
852,56.0967
853,79.8234
854,74.1385
855,63.2751
856,99.365
857,119.945
858,62.2888
859,92.0152
860,98.2155
861,93.7673
862,120.803
863,67.2175
864,116.678
865,116.349
866,126.877
867,119.468
868,132.326
869,142.551
870,127.148
871,141.164
872,140.378
873,157.021
874,176.351
875,172.106
876,181.901
877,176.801
878,190.149
879,225.531
880,212.957
881,232.642
882,269.847
883,267.113
884,326.361
885,330.593
886,396.624
887,464.44
888,502.501
889,585.553
890,671.957
891,721.466
892,1048.3
893,1383.69
894,2095.5
895,4187.5
896,5.11992e+06
897,4286.58
898,2141.66
899,1431.46
900,1073.29
901,835.895
902,710.826
903,642.252
904,522.446
905,475.13
906,449.463
907,451.372
908,415.142
909,364.318
910,357.248
911,331.304
912,303.378
913,297.213
914,258.53
915,276.725
916,249.789
917,267.394
918,244.475
919,237.748
920,129.526
921,217.031
922,206.697
923,207.279
924,188.989
925,176.47
926,165.42
927,161.716
928,187.75
929,188.888
930,194.134
931,196.348
932,195.765
933,186.518
934,225.923
935,186.345
936,188.424
937,129.786
938,167.629
939,159.054
940,152.896
941,164.925
942,163.506
943,51.092
944,201.045
945,151.933
946,151.056
947,156.37
948,166.905
949,145.728
950,146.103
951,163.974
952,178.54
953,197.234
954,149.475
955,164.822
956,151.043
957,167.688
958,160.038
959,162.114
960,175.162
961,169.386
962,165.097
963,177.982
964,214.302
965,184.847
966,173.396
967,170.781
968,180.529
969,177.792
970,165.146
971,190.446
972,199.689
973,165.87
974,175.604
975,195.211
976,202.945
977,205.755
978,191.791
979,224.273
980,210.7
981,213.956
982,215.147
983,233.963
984,213.457
985,227.157
986,239.631
987,227.161
988,232.165
989,240.666
990,239.653
991,255.772
992,252.288
993,298.597
994,333.116
995,311.459
996,323.354
997,332.983
998,352.364
999,348.407
1000,364.295
1001,418.897
1002,406.969
1003,386.462
1004,418.443
1005,445.612
1006,479.225
1007,494.423
1008,614.431
1009,541.948
1010,582.918
1011,635.262
1012,667.802
1013,734.672
1014,866.269
1015,959.008
1016,1118.65
1017,1215.61
1018,1457.3
1019,1840.36
1020,2138.04
1021,2855.7
1022,4275.91
1023,8467.12
