Index,Magnitude
319,9715.9
320,9687
321,9662.37
322,9649.61
323,9606.71
324,9592.42
325,9591.99
326,9560.47
327,9533.03
328,9534.45
329,9485.82
330,9490.04
331,9458.17
332,9444.62
333,9431.06
334,9396.52
335,9383.97
336,9357.21
337,9346.17
338,9316.5
339,9316.11
340,9293.59
341,9265.34
342,9253.61
343,9255.68
344,9248.36
345,9206.74
346,9199.33
347,9185.34
348,9153.26
349,9144.47
350,9110.87
351,9076.26
352,9080.97
353,9090.59
354,9045.91
355,9031.55
356,9043.11
357,9056.08
358,9007.06
359,9019.22
360,8977.96
361,8962.87
362,8951.1
363,8969.63
364,8913.06
365,8904.63
366,8889.06
367,8866.61
368,8855.07
369,8842.12
370,8852.72
371,8817.35
372,8783.48
373,8776.5
374,8783.5
375,8764.45
376,8757.06
377,8735.18
378,8715.13
379,8706.71
380,8692.03
381,8694.28
382,8674.3
383,8686.4
384,8651.34
385,8638.36
386,8623.86
387,8634.08
388,8609.2
389,8594.83
390,8578.39
391,8601.7
392,8576.79
393,8549.81
394,8540.19
395,8526.92
396,8517.79
397,8513.59
398,8499.75
399,8486.07
400,8476.51
401,8458.94
402,8448.24
403,8454.5
404,8427.75
405,8421.17
406,8448.4
407,8418.37
408,8346.64
409,8405.44
410,8350.57
411,8424.99
412,8327.19
413,8355.44
414,8345.2
415,8341.97
416,8318.76
417,8319.09
418,8311.17
419,8321.94
420,8303.12
421,8278.86
422,8283.34
423,8267.28
424,8278.38
425,8256.5
426,8247.32
427,8238.27
428,8254.05
429,8223.79
430,8237.1
431,8185.11
432,8215
433,8197.58
434,8200.07
435,8199.24
436,8190.75
437,8179.49
438,8177.15
439,8167.42
440,8168.95
441,8150.99
442,8145.75
443,8125.94
444,8142.62
445,8151.96
446,8184.88
447,8125.64
448,8115.36
449,8120.74
450,8088.91
451,8086.25
452,8094.95
453,8124.86
454,8097.01
455,8073.67
456,8054.5
457,8060.17
458,8066.89
459,8078.14
460,8103.01
461,8081.02
462,8060.47
463,8087.99
464,8034.35
465,8054.15
466,8037.83
467,8037.77
468,8006.31
469,8000.11
470,8029.88
471,8009.71
472,8010.2
473,8009.11
474,7991.44
475,8016.01
476,8011.97
477,8017.69
478,8002.15
479,7990.66
480,8025.51
481,7994.38
482,7991.12
483,7970.92
484,7946.69
485,7980.27
486,7983.23
487,7979.8
488,7974.24
489,7968.85
490,7956.59
491,7967.49
492,7974.91
493,7884.6
494,7987.16
495,7962.33
496,7970.08
497,7976.39
498,7961.84
499,7958.39
500,7961.7
501,7929.06
502,7950.3
503,7949.05
504,7976.05
505,7959.77
506,7957.74
507,7939.39
508,7954.98
509,7954.56
510,7957.47
511,7959.74
512,7995.03
513,7962.84
514,7965.95
515,7952.67
516,7917.86
517,7948.24
518,7930.65
519,7954.95
520,7955.9
521,7959.65
522,8026.49
523,7947.39
524,7951.5
525,7966.07
526,7956.1
527,7958.29
528,7966.28
529,7958.65
530,7971.9
531,7951.66
532,7956.65
533,7858.46
534,7956.81
535,7967.81
536,7979
537,7976.43
538,7977.24
539,7979.79
540,7983.73
541,7983.68
542,7985.8
543,7982.93
544,8001.44
545,7992.32
546,8031.62
547,8002.93
548,8069.08
549,8012.73
550,8010.63
551,8029.25
552,8006.14
553,8025.66
554,8031.79
555,8016.18
556,8020.57
557,8019.83
558,8044.33
559,8051.91
560,8044.15
561,8018.54
562,8059.05
563,8074.05
564,8097.6
565,8079.31
566,8057.38
567,8069.52
568,8060.13
569,7996.59
570,8073.38
571,8082.68
572,8094.57
573,8063.11
574,8112.11
575,8112.54
576,8119.67
577,8122.11
578,8074.91
579,8119.87
580,8131
581,8133.1
582,8142.09
583,8169.95
584,8165.58
585,8158.52
586,8172.36
587,8182.36
588,8187.65
589,8188.92
590,8204.91
591,8188.76
592,8206.53
593,8223.99
594,8234.31
595,8238.62
596,8239.1
597,8275.77
598,8224.87
599,8254.45
600,8276.19
601,8279.77
602,8278.43
603,8285.68
604,8298.63
605,8339.91
606,8306.9
607,8339.48
608,8329.22
609,8336.83
610,8343.54
611,8329.49
612,8395.16
613,8352.53
614,8368.06
615,8412.41
616,8401.65
617,8396.75
618,8440.69
619,8417.88
620,8428.27
621,8451.67
622,8409.55
623,8463.17
624,8477.54
625,8478.92
626,8489.9
627,8506.93
628,8510.4
629,8522.65
630,8470.31
631,8563.68
632,8569.8
633,8584.21
634,8591.24
635,8593.08
636,8605.25
637,8629.93
638,8624.99
639,8669.44
640,8643.71
641,8671.26
642,8673.18
643,8669.63
644,8683.6
645,8671.08
646,8720.49
647,8738.16
648,8747.29
649,8756.01
650,8783.72
651,8779.98
652,8789.34
653,8806.47
654,8825.2
655,8859.99
656,8850.98
657,8840.35
658,8870.83
659,8890.62
660,8980.61
661,8925.96
662,8953.13
663,8943.87
664,8960.9
665,8962.67
666,8970.87
667,9049.78
668,9036.58
669,9025.59
670,9042.91
671,9075.17
672,9122.64
673,9099.28
674,9128.17
675,9124.68
676,9153.25
677,9193.49
678,9180.95
679,9201.88
680,9219.88
681,9231.81
682,9261.23
683,9255.34
684,9294.96
685,9301.92
686,9314.96
687,9320.75
688,9372.16
689,9381.03
690,9416.22
691,9405.78
692,9420.54
693,9459.63
694,9561.89
695,9495.42
696,9504.97
697,9543.34
698,9611.26
699,9553.79
700,9575.33
701,9609.46
702,9637.76
703,9673.72
704,9666.98
705,9707.81
706,9745.43
707,9751.45
708,9765.46
709,9814.83
710,9800.12
711,9851.44
712,9824.5
713,9881.89
714,9913.65
715,9925.68
716,9953.87
717,9975.43
718,10008.8
719,9977.39
720,10077.5
721,10112.5
722,10081.7
723,10139
724,10138.7
725,10176.1
726,10254.3
727,10240.4
728,10286.8
729,10260.3
730,10321.5
731,10344.8
732,10396.5
733,10347.9
734,10425.4
735,10432.6
736,10455.3
737,10501.1
738,10533.2
739,10577.8
740,10586.8
741,10554.5
742,10635.5
743,10709
744,10711.5
745,10758.7
746,10770.5
747,10800.2
748,10884.3
749,10891.1
750,10911.2
751,10955.5
752,10969.5
753,11004.3
754,11035.2
755,11086.1
756,11138
757,11097.6
758,11172.1
759,11238.1
760,11268.1
761,11292.2
762,11336.8
763,11388.8
764,11460
765,11416.3
766,11501.1
767,11562.5
768,11586.2
769,11620.5
770,11632.6
771,11699.4
772,11666.9
773,11766.6
774,11822.9
775,11826.5
776,11897
777,11910.8
778,11973.8
779,12000.5
780,11890.3
781,12149
782,12169.3
783,12206.8
784,12264
785,12261.6
786,12362.3
787,12385.7
788,12444.8
789,12521.4
790,12526
791,12595.8
792,12603
793,12669.7
794,12755.5
795,12796.6
796,12874.6
797,13093.3
798,12959
799,13007.7
800,13041.4
801,13111.1
802,13189.3
803,13354.7
804,13315.7
805,13324.9
806,13423.2
807,13609
808,13526.5
809,13589.9
810,13645
811,13718.5
812,13795.5
813,13865.2
814,13913.9
815,14007.8
816,13948.5
817,14094.6
818,14177.3
819,14123.7
820,14323.9
821,14406.6
822,14499.4
823,14568.9
824,14600.3
825,14750.6
826,14808.3
827,14799.6
828,14933.9
829,15013.9
830,15061.2
831,15153.2
832,15241.6
833,15347.4
834,15426
835,15491
836,15656.1
837,15695.5
838,15806.5
839,15861.4
840,15962.7
841,16066.9
842,16180.6
843,16237.4
844,16367.6
845,16434.2
846,16549.6
847,16507.3
848,16766
849,16886.4
850,16951
851,17086
852,17214
853,17308.2
854,17422.1
855,17535.7
856,17667.8
857,17809.9
858,17910
859,18007.9
860,18179.7
861,18257.5
862,18376.9
863,18574.9
864,18676.3
865,18833.2
866,18974.3
867,19085.6
868,19273
869,19370.9
870,19531.6
871,19706.2
872,19872.3
873,19980.5
874,20159.1
875,20316.9
876,20504.3
877,20708.6
878,20856.5
879,21035.8
880,21266.3
881,21413
882,21582.6
883,21792
884,21966.5
885,22183.4
886,22398.6
887,22640.1
888,22796.4
889,23026.8
890,23342.8
891,23527.8
892,23713.3
893,23935.9
894,24245.9
895,24460.5
896,24749.6
897,25027
898,25293
899,25568.7
900,25865.9
901,26140.5
902,26451.4
903,26818.2
904,27107.7
905,27465.4
906,27799.8
907,28190.7
908,28465.2
909,28822.9
910,29240.8
911,29614.8
912,30019.2
913,30436.7
914,30855.2
915,31320.3
916,31784.8
917,32281.7
918,32785.5
919,33275.8
920,33922.4
921,34382.2
922,34895.3
923,35514.2
924,36038.8
925,36750.1
926,37456.4
927,38125
928,38858.9
929,39628.6
930,40367.3
931,41246.7
932,42091.9
933,43017.9
934,44126.9
935,44984.5
936,46059.3
937,47148.5
938,48363.8
939,49570.3
940,50965.3
941,52313.3
942,53783.6
943,55255.3
944,57147.6
945,58940
946,60886
947,62986.3
948,65253.8
949,67717.2
950,70392.2
951,73293.9
952,76479.9
953,79985.7
954,83871.6
955,88190.9
956,93015.3
957,98525.5
958,104577
959,111647
960,119825
961,129287
962,140532
963,154117
964,170629
965,191637
966,218607
967,254994
968,306401
969,384973
970,519548
971,803143
972,1.79579e+06
973,7.1804e+06
974,1.1855e+06
975,642625
976,439098
977,332534
978,266956
979,222513
980,190410
981,166148
982,147120
983,131887
984,119339
985,108840
986,99951.2
987,92310.4
988,85676.7
989,79867.7
990,74738.1
991,70194.5
992,66119.7
993,62417.1
994,59128.9
995,56104
996,53383.5
997,50862.9
998,48599.5
999,46512.9
1000,44580.7
1001,42956.3
1002,41162.8
1003,39629.7
1004,38269.4
1005,36967.3
1006,35822.7
1007,34692.3
1008,33702.8
1009,32798.3
1010,31974
1011,31225.3
1012,30584.4
1013,29965.8
1014,29580.9
1015,29206
1016,28921.3
1017,28685.4
1018,28659.2
1019,28786.4
1020,29167.4
1021,30032.4
1022,32043.5
1023,38316.3
